timestamp,turbine_id,wind_speed_mps,wind_direction_deg,air_density_kg_m3,temperature_c,vibration_level_mm_s,rotor_rpm,power_output_kw,downtime_flag,hour,dayofweek,month,wind_power_density,is_high_vibration,has_outlier
2024-01-09 14:40:00,1,28.71590890557704,242.3535285656914,1.1054709166103236,21.552390116003743,6.392771536574591,0.3583960546454157,205.3234066020591,1,14,1,1,13088.35381306856,1,1
2024-01-09 23:00:00,1,7.277347982214755,64.60028552910711,1.3533415693241462,15.9797241109322,3.4648827818876597,3.318465775789936,0.0,0,23,1,1,260.79355390399706,0,0
2024-01-10 01:50:00,1,9.482330515297924,299.6056589620422,1.0873521849835948,28.063711634915705,6.663677578898254,1.9588820136908656,4.031417701728349,1,1,2,1,463.538170948237,1,0
2024-01-10 03:40:00,1,13.079855417117574,81.25008278055488,1.2864783561753543,25.466633273332462,4.7372887448800975,13.289547605917088,0.0,0,3,2,1,1439.399403875755,0,0
2024-01-10 06:50:00,1,16.722148929425614,111.5928491167692,1.228072521279679,37.02834013444714,5.390388497234948,10.177364568869235,20.033340537536663,0,6,2,1,2871.245180582552,0,0
2024-01-10 13:40:00,1,4.416812232315509,254.8303572435135,1.2385171610293586,19.58074411448277,2.229697698335654,11.410385368718886,0.0,0,13,2,1,53.35791411453142,0,0
2024-01-11 03:50:00,1,25.87489522204756,171.53618304737745,0.9584173682053406,2.229604925555172,6.8808300649963305,5.634800815591986,18.78636010034121,1,3,3,1,8301.574680253845,1,0
2024-01-11 09:50:00,1,19.823955890727312,172.43781611015174,1.3940433283682798,31.23176761579096,6.3393551231997725,18.151931625969077,96.33079122425264,0,9,3,1,5430.217746993725,1,0
2024-01-12 07:30:00,1,25.58779151563744,284.39091344514,1.2416518263020109,1.942256036613751,4.569192383842641,2.7325157692731445,137.07918104293515,0,7,4,1,10400.835953107075,0,0
2024-01-12 09:40:00,1,15.933284890125828,120.94931065698414,1.10867016758,23.129939865406243,4.736654807531185,10.195772108334644,14.911483914368633,0,9,4,1,2242.2721886908553,0,0
2024-01-13 17:00:00,1,7.464570810597956,41.97706791436827,0.9329435696576164,6.535853015284015,0.830743762706082,10.316313461046292,111.38106197015486,0,17,5,1,194.01705433413827,0,0
2024-01-14 02:50:00,1,18.516587489833743,173.70201289756082,1.012865384231529,27.303753325472563,5.138034119547969,15.434279709280094,56.33216533898472,0,2,6,1,3215.174789120934,0,0
2024-01-15 18:40:00,1,18.305880269575034,298.62806950381486,0.9709425796562072,29.828742206348267,4.794425849268948,18.99804277542519,0.0,0,18,0,1,2978.0734437715287,0,0
2024-01-15 21:50:00,1,3.112690306075692,279.880426171228,1.185972681203501,32.98855270768037,3.687641597372805,1.3880148827654482,12.309394505975664,0,21,0,1,17.88349629150194,0,0
2024-01-15 22:50:00,1,24.51573152179923,290.9079603722252,1.2911732040406956,-3.052954035786976,2.7058924324480773,17.17832941887681,9.095419758790982,0,22,0,1,9512.37753777523,0,0
2024-01-16 03:10:00,1,19.799803504059515,305.100223335483,1.0429587879311064,38.568619444877584,4.027995806549816,21.53682109549557,72.37079800405027,0,3,1,1,4047.8069617280853,0,0
2024-01-16 09:00:00,1,25.49839487835565,106.78351026021056,1.130296718385261,37.56407529285872,6.012375513062349,16.905980577271848,14.42845083813092,0,9,1,1,9369.167398310792,1,0
2024-01-16 10:40:00,1,12.521748720183009,296.19000531544435,1.1351650441523835,17.80688085062939,0.0552042240433547,15.534342382786216,22.0214304122265,0,10,1,1,1114.3560275905807,0,0
2024-01-16 14:00:00,1,12.550374224812742,152.86721752450472,1.2514233535884245,26.139074964806667,6.951103459678672,14.398826766220784,0.0,1,14,1,1,1236.927619007171,1,0
2024-01-16 20:40:00,1,15.086909087499507,284.3021742508664,1.3446932783745258,28.247459931761703,2.304668737350934,23.01908227893427,0.0,0,20,1,1,2308.841172087585,0,0
2024-01-16 21:40:00,1,3.738401570349821,258.9161211481639,1.2238556674340826,11.240770150062623,0.4854659201681088,6.227473742577827,0.0,0,21,1,1,31.971135343033573,0,0
2024-01-17 15:40:00,1,17.182815988652603,213.8837279397077,1.3986830907748518,39.98500445409276,6.7584284869351565,33.90900008574005,0.0,1,15,2,1,3547.907974812541,1,0
2024-01-18 17:20:00,1,26.27055382758318,341.391376954932,1.2723445108188902,19.75061688650517,5.054381382778577,21.46421339852347,115.64277808200012,0,17,3,1,11534.065422985384,0,0
2024-01-18 21:50:00,1,23.10063685367486,70.62501849767233,1.0103501998277835,27.383583620415017,5.935508669269487,19.040328616662578,129.53197063638433,0,21,3,1,6227.5008424216185,0,0
2024-01-19 06:40:00,1,5.182702687386297,243.01678402437116,1.0393474271514127,-2.0208472811073017,5.825476357026054,15.187129242251284,0.0,0,6,4,1,72.3435200641159,0,0
2024-01-19 22:10:00,1,6.203930281324324,87.40853993745907,1.244020483172677,21.04081534888197,6.834020007585136,3.98158492110357,7.654008832557043,1,22,4,1,148.52455555643525,1,0
2024-01-20 04:20:00,1,11.31023135876234,114.10691533128058,0.9329704440296436,20.97114649218441,6.190224756035478,22.455389842373624,29.71692099586751,0,4,5,1,674.9200912336154,1,0
2024-01-20 08:30:00,1,6.391059595297925,182.14760268720107,1.262675435950211,1.646333255193788,0.6136619650471511,16.01150586701138,0.0,0,8,5,1,164.8087775074281,0,0
2024-01-20 09:50:00,1,3.583466518928573,86.64218994430327,1.2041576830116072,4.063579231087939,2.680864292715431,8.294258469446422,0.0,0,9,5,1,27.705335821332273,0,0
2024-01-21 09:50:00,1,20.39915130268129,223.6984589065784,0.9759833434210804,34.62367135608316,1.890251767177536,9.88061409784025,0.0,0,9,6,1,4142.368282121746,0,0
2024-01-21 10:30:00,1,19.969515018778797,345.2871358540492,1.2889507472435184,2.470230548459364,1.6272599435051556,23.25287248195948,60.741018204990205,0,10,6,1,5132.262723096457,0,0
2024-01-22 11:00:00,1,15.117390761418,106.41568499455626,1.0113470058647094,-4.208251523868391,5.003015129759573,1.2472089971641451,25.570849054539195,0,11,0,1,1747.0314153545844,0,0
2024-01-23 03:20:00,1,28.80654217148474,19.20563803794987,1.0513228560959045,27.87998218849455,1.0721577451545297,20.71986865927808,180.06165256045546,0,3,1,1,12565.49210342419,0,0
2024-01-23 19:00:00,1,4.356750597457472,40.18948031562673,0.989464255780418,-8.956586943008656,1.4406784528758405,9.674423088364778,93.28373913282095,0,19,1,1,40.91270671425604,0,0
2024-01-23 22:00:00,1,18.91668092727586,136.13458078528598,1.0298070493369602,-3.998804569793236,4.916693258562654,8.920088934597207,0.0,0,22,1,1,3485.4646332971565,0,0
2024-01-24 11:30:00,1,0.8737135496731585,54.3927771379389,1.3937283084800387,37.93995271575436,1.5941035998556108,18.352505795476933,0.0,1,11,2,1,0.464788461630831,0,0
2024-01-25 06:30:00,1,15.086909087499507,5.721621530401295,1.2650054943872888,12.08298952609799,5.964024946570159,19.956070165152244,0.0,0,6,3,1,2172.0170802734588,0,0
2024-01-25 12:40:00,1,22.427913842983276,21.802623628548066,1.3373856812516678,30.765693528057557,5.110989677053664,0.8968891293522518,93.31385032507843,1,12,3,1,7543.85462536774,0,0
2024-01-25 15:20:00,1,29.17567486900986,230.19287046356555,1.0769554123415337,28.116631789410302,4.355454103194207,38.29564051188773,214.14484476367608,0,15,3,1,13373.049720934743,0,1
2024-01-25 23:10:00,1,2.992906731085272,108.0691863500392,1.1589348095905656,29.510805662689712,2.9585747947445338,16.82825083906763,54.45862469670258,1,23,3,1,15.534903533493164,0,0
2024-01-26 12:10:00,1,14.485642949488405,232.02533679652672,1.3849047445881768,0.2686091507069097,3.509193699894892,5.607449352905122,25.35516054287311,0,12,4,1,2104.7631726613654,0,0
2024-01-26 19:50:00,1,13.370753707402391,136.5475653619875,1.0875206472474508,40.63210454989976,6.855201103168234,8.50592829657845,0.0,1,19,4,1,1299.7959594711979,1,0
2024-01-26 20:00:00,1,1.4804869109226382,277.7993777781728,1.0843620026378966,8.388632922837964,1.266104666609141,16.338055366015684,12.784401487636991,1,20,4,1,1.7593733598121215,0,0
2024-01-26 23:50:00,1,15.086909087499507,129.64740759859478,0.93961326894046,-1.082024803746524,0.1176504131566003,13.082646330555836,23.61366071732665,0,23,4,1,1613.3179484558336,0,0
2024-01-27 11:00:00,1,2.2890736252223864,240.36262236298327,1.2011042321241017,5.356414643034762,2.8844416361562564,17.4742661514447,0.0,1,11,5,1,7.203274845780151,0,0
2024-01-28 07:10:00,1,26.736023922054283,344.7098020119048,1.052137325086328,-5.696805916114808,0.4338332003546909,14.627124372998008,148.34280158711934,0,7,6,1,10053.861436204923,0,0
2024-01-28 07:50:00,1,19.668882363429525,152.40111928789742,1.185546304493127,25.64770675756185,0.2314808211130408,2.9323558692373077,46.69602068025653,0,7,6,1,4510.529983475631,0,0
2024-01-28 09:10:00,1,8.631553034700879,301.8725667553452,0.9902825083376124,-6.489422072513815,5.232165141597871,12.264540540021516,51.23721421861872,0,9,6,1,318.4167771268929,0,0
2024-01-28 17:30:00,1,12.609999282955275,279.4613990465854,1.124976892890425,16.16261745806282,1.1472988725770163,24.82568455679792,73.20229603757335,0,17,6,1,1127.8693428850927,0,0
2024-01-29 04:20:00,1,0.8920878388380782,14.719355096641037,1.0861351290633383,10.001746239044522,3.265278852192813,18.32359828326151,0.0,1,4,0,1,0.3855464616309428,0,0
2024-01-29 21:00:00,1,8.950132307624962,59.51679623299507,1.3177970151181062,-1.981658062869032,5.351039747007341,12.900260822653612,16.057632776105553,0,21,0,1,472.3967380985584,0,0
2024-01-30 03:00:00,1,2.685605903905269,44.2043646855204,1.2071662382923956,-9.20312256727042,6.689861308258077,17.21711288686924,0.0,1,3,1,1,11.691330399968002,1,0
2024-01-30 18:00:00,1,12.14579668854433,258.47263224733854,1.309896572085279,31.99033720935251,1.0667812388786255,3.318253534280164,35.28059937142007,0,18,1,1,1173.5052347048284,0,0
2024-01-31 09:30:00,1,25.505158356151423,32.29486251826718,1.1488191059188455,-0.0097442262893991,3.8157553722841273,21.675958524500555,169.17196054513877,0,9,2,1,9530.2814604331,0,0
2024-01-31 16:20:00,1,25.13619810358088,34.43349584016241,1.1551289106000449,33.85309971564147,1.1427791108434324,21.63969185619385,12.14125129825075,0,16,2,1,9172.74307556676,0,0
2024-01-31 20:30:00,1,4.6928075646485725,89.04408161160384,0.9215404850029624,0.9474433595646056,6.912835498827234,24.09319432083095,0.0,1,20,2,1,47.61926203749961,1,0
2024-01-31 20:50:00,1,21.785684515863156,258.7910662381719,1.353735513419252,3.589833664176634,2.1694159917399154,0.9950604880145958,51.69536754272509,1,20,2,1,6998.7012783446,0,0
2024-01-31 22:30:00,1,5.238327509467858,217.0611470486175,1.1714666936964813,30.55554984467723,4.90954311817458,20.99587145222997,20.565912552817647,0,22,2,1,84.19336998963433,0,0
2024-02-01 06:10:00,1,20.857752022663007,20.29614886459888,1.2869128984461653,41.87457281372152,2.728992753781587,9.940301371585846,50.29742476530821,0,6,3,2,5838.77389425818,0,0
2024-02-01 19:50:00,1,5.59735497760924,134.9390050515108,1.027555693583219,-4.727664808341964,6.485694178339959,10.515702173289332,20.25187964085101,0,19,3,2,90.09982033591007,1,0
2024-02-01 21:50:00,1,12.45641270052992,220.1368803776436,1.3540372012647954,-1.8545825109337173,5.685311964092457,14.572446710822048,0.0,0,21,3,2,1308.5175950257008,0,0
2024-02-02 01:10:00,1,3.765725436836277,340.8377333169676,1.2716391294585971,24.86660981073185,3.721691707832488,15.99371365661697,18.952446122941375,0,1,4,2,33.95313210804109,0,0
2024-02-02 05:50:00,1,26.457098542903783,235.32575963656876,0.9450570603747506,-5.036727528292056,5.794405165226991,16.356374800206005,118.21059921486628,0,5,4,2,8750.939474576375,0,0
2024-02-03 05:20:00,1,22.063097816765588,205.94714545275528,1.1974385047170917,1.6708490534021596,1.5907228520800378,15.909936746399111,88.75366909865019,0,5,5,2,6430.173552216415,0,0
2024-02-03 08:00:00,1,9.014662758979169,274.8784442613787,1.055348328969586,37.00960750258263,1.3439811811848323,20.072728509995457,0.0,0,8,5,2,386.5576603312385,0,0
2024-02-03 09:30:00,1,22.35434429483461,87.15562463748384,1.2371457527836185,3.352888017814374,5.616127899479794,4.8798411429727215,101.76541894232304,0,9,5,2,6909.978234353458,0,0
2024-02-03 21:10:00,1,9.60558658212166,46.086375110999626,1.391915071505627,4.620129739744366,4.83674059533196,23.334576549494905,0.0,0,21,5,2,616.8142728864228,0,0
2024-02-04 04:10:00,1,18.471781603355183,127.21300543503035,0.9315344776320654,29.934757696397888,4.076734444068369,2.7411976184815945,122.23954828746868,0,4,6,2,2935.589281437467,0,0
2024-02-04 05:00:00,1,12.083284030449995,122.69403679320617,0.9572103400780112,-6.322228254585517,3.457098584366918,12.56888018661508,0.0,0,5,6,2,844.3691124451664,0,0
2024-02-04 08:30:00,1,21.659308853955924,74.01777085408801,0.9200302816302914,-6.153554958521683,5.309016040498015,20.85138443523418,0.0,0,8,6,2,4674.185123364448,0,0
2024-01-01 02:50:00,2,5.007932124525044,116.7303145867094,1.2632357717479157,-8.59797360336279,5.301845700829709,6.611720720360751,13.597981298851064,0,2,0,1,79.32858753638801,0,0
2024-01-01 03:40:00,2,17.15736611551802,36.63163026036567,1.092053407337896,38.455531806683496,4.025634674815766,8.405682216039079,0.0,0,3,0,1,2757.818867552967,0,0
2024-01-01 08:20:00,2,20.197393180635945,214.79684111895247,1.2423977010750766,20.86896014369756,2.1086625566102573,20.774757764189932,43.23771035791731,0,8,0,1,5118.192348434883,0,0
2024-01-01 10:50:00,2,15.316853862280142,81.27470695501012,1.0764389241660592,-2.460905652298992,4.492129652269514,0.9813219713261434,0.0,1,10,0,1,1934.0518112678965,0,0
2024-01-02 04:20:00,2,26.65392329768762,241.49760507933672,1.336227815625654,1.258105627063971,5.9083771008302,18.0885631012508,99.05950148923512,0,4,1,1,12651.2647202642,0,0
2024-01-02 10:50:00,2,15.349071536852314,281.9940804789701,1.0919800631586891,39.74226971474466,5.891972284406579,4.922286188530969,20.063095942873662,0,10,1,1,1974.381369097136,0,0
2024-01-02 12:00:00,2,19.1496671937548,16.6529481340622,1.3514135058634107,-0.997034385290828,6.977027730806821,16.347289351012634,0.0,1,12,1,1,4745.062654055523,1,0
2024-01-02 12:10:00,2,21.9901085888506,95.84845178184123,1.0379720737063232,19.67333124659009,6.087348323296529,13.550500178600622,10.577567197848404,0,12,1,1,5518.712823029948,1,0
2024-01-02 13:30:00,2,18.555811761545566,269.0336972062391,1.2647549999793837,32.06740929530906,6.484588752671824,24.92850457158834,73.19601520161149,0,13,1,1,4040.3248431267148,1,0
2024-01-02 22:30:00,2,17.90329259885069,103.51801419315956,0.9169106437857596,18.92764045974224,2.70769734828802,21.377645943498845,0.0,0,22,1,1,2630.8479401103446,0,0
2024-01-03 04:10:00,2,3.432945558370757,223.8891916621961,1.05886527330882,-9.744350709109565,4.979543769768693,3.9087530834216953,0.0,0,4,2,1,21.41960502633388,0,0
2024-01-03 17:00:00,2,12.196703514243127,227.02902859067416,1.342537931271474,15.020418061840385,2.753352907092361,3.3938585298808,26.69399405312881,0,17,2,1,1217.934603449056,0,0
2024-01-03 17:30:00,2,17.298420213891532,55.73367175382469,1.0546242588125707,22.302589559464508,0.1930395226709323,11.560608452522636,8.194747708148753,0,17,2,1,2729.5250830696,0,0
2024-01-03 22:40:00,2,27.735674061957,128.93212123048997,1.2370114733008164,18.141475854687613,3.968232238924351,20.65621979996076,11.29995482855881,0,22,2,1,13196.534794182338,0,0
2024-01-04 15:10:00,2,8.191218579834203,153.4015003790806,0.9743852141170588,32.75092155737004,6.65296998068306,8.75504157747702,36.366011627386655,1,15,3,1,267.76033006256523,1,0
2024-01-04 19:40:00,2,4.112683742362695,25.24249646891628,1.330435061777336,0.193621288418484,6.642257988248277,1.6006483285753077,0.0,1,19,3,1,46.27427562165273,1,0
2024-01-05 13:20:00,2,16.68984021771238,80.73301793444341,1.158920694303433,0.4520797986088425,0.5217987474666065,17.873701378419863,3.609554662336041,0,13,4,1,2693.8924867587616,0,0
2024-01-06 07:30:00,2,4.900099442671717,273.4996783251331,1.0983754628998008,18.7624950351815,6.235979260285801,8.08701739982684,33.68286182416589,0,7,5,1,64.61532124962481,1,0
2024-01-06 20:20:00,2,14.128501763175436,256.00662648111233,1.228365603111731,3.9347330218143792,2.6940049887967104,6.167842505599702,2.086360979976998,0,20,5,1,1732.151927950618,0,0
2024-01-07 01:40:00,2,3.403224513117502,136.3993525197379,0.9206540709607324,-0.6793378143008777,0.0513997170334573,20.31425681842737,0.0,0,1,6,1,18.14421922160414,0,0
2024-01-07 13:10:00,2,24.708192623945685,86.42507511858432,1.2328909017719885,-4.383670107802972,2.51025726081005,11.600827697537923,137.3216590484559,0,13,6,1,9298.600456109298,0,0
2024-01-08 02:10:00,2,29.255399279265248,225.05259302400745,0.9746055739815844,11.062107478395298,1.973395572396005,6.456943675090362,195.97461105859827,0,2,0,1,12201.60564445996,0,1
2024-01-08 03:50:00,2,23.70044524679646,67.99297781359752,1.2381984932468697,18.196830924680118,2.3912424470787603,2.9262323521277027,150.98281527493032,0,3,0,1,8241.946484879534,0,0
2024-01-08 09:50:00,2,20.945952920294992,293.6953883746681,0.9697327318325908,-0.04157058923834,1.0825345328595928,13.638515214027338,18.53209991114217,0,9,0,1,4455.766543899081,0,0
2024-01-08 10:20:00,2,10.909360767583488,231.7245249445792,1.1689455414925058,13.184115066586497,0.3782921021435111,6.439558941320748,70.38215198120689,0,10,0,1,758.8609320777631,0,0
2024-01-08 20:50:00,2,28.06134483921352,142.64478883342926,1.3226440540100648,1.8128669623131175,2.6768409055241804,2.086610653922988,171.35539467405198,0,20,0,1,14612.96790551205,0,0
2024-01-09 01:20:00,2,26.50694185110571,203.08569975431877,0.9477313393499142,11.166845543351188,5.809172816725137,16.074354510379383,87.76907642551281,0,1,1,1,8825.3943930825,0,0
2024-01-09 04:50:00,2,13.546967598167251,194.2617062166613,1.2028124013230763,-5.227469486755279,4.133689482902325,1.3272004338241383,15.5874764806697,0,4,1,1,1495.1824047651478,0,0
2024-01-09 17:10:00,2,3.8271052371411263,261.03352463515523,1.2353551141670378,43.15554405489547,3.154916688700848,17.283578737231075,59.80591617738818,0,17,1,1,34.62366486882873,0,0
2024-01-10 02:30:00,2,8.87242687785062,352.4146729261165,1.191180857870008,18.509513482680063,4.969555753664058,22.034458174288403,0.0,0,2,2,1,415.9824385235375,0,0
2024-01-10 13:30:00,2,11.008842210216017,261.67088376641027,1.3380195571322124,20.87819228990899,2.9968424151716886,3.994234437023852,27.19693156394913,0,13,2,1,892.6010774532448,0,0
2024-01-10 14:40:00,2,15.702215552024157,327.4058872975576,0.9512083588388794,15.7540749851354,0.5063895867084757,12.326444547701918,53.39122908155136,0,14,2,1,1841.3165932892366,0,0
2024-01-10 19:20:00,2,20.08070952722245,84.07504869349259,0.9225838782487388,40.69601228641704,6.213906997180915,8.98136874300869,55.88708467208417,0,19,2,1,3735.1928328088698,1,0
2024-01-11 03:30:00,2,2.127478784639377,184.7658859547253,1.1774714446255683,-7.427838746094149,6.749537358612003,10.134465341843626,0.0,1,3,3,1,5.669125899731062,1,0
2024-01-11 09:00:00,2,20.206397343941724,50.72541972767407,1.3832392275655927,23.578740567552718,5.545080404497004,6.844390879707252,67.1581311704797,0,9,3,1,5706.0289069622895,0,0
2024-01-12 03:10:00,2,29.423814162437544,98.88749783547004,1.0095333081561897,9.8799512111182,3.8380863546404167,17.95750451049519,81.08116283209101,0,3,4,1,12858.418710206055,0,0
2024-01-13 09:10:00,2,18.42399528562554,90.08867709465729,1.0982377143616937,-7.438792366723985,4.236989736670836,21.87791732277683,54.40803976562907,0,9,5,1,3434.138444992594,0,0
2024-01-13 10:10:00,2,25.542172436744217,336.0151796911088,1.2713954173748498,18.329671849469893,6.340369318112961,13.640017006585376,170.6538026548224,0,10,5,1,10593.126136215766,1,0
2024-01-13 23:20:00,2,3.427114157741875,276.0944134856974,1.363816859740537,8.309654255447832,6.513838212308624,24.42149119532387,15.153139238785556,1,23,5,1,27.448067469415882,1,0
2024-01-14 10:20:00,2,9.486453676899902,172.8914403910157,0.9387942258446824,25.18047190669296,4.693600275848115,23.4371111343286,0.0,0,10,6,1,400.73021110164126,0,0
2024-01-14 17:20:00,2,18.824036962982184,187.20703666422853,1.180227673366358,-8.575428088656496,1.9260901319188937,8.817695757708627,51.76383601072638,0,17,6,1,3936.1722815555418,0,0
2024-01-14 19:10:00,2,1.409775030093524,306.3998973051197,1.103771468967108,39.56962807518163,2.0142989410073096,6.368347373151637,0.0,1,19,6,1,1.5463172849865248,0,0
2024-01-15 10:50:00,2,12.432251931554854,195.90557552326828,0.9325859979486036,14.034811665598248,5.272664622613305,1.2211441655857358,38.36743993764989,0,10,0,1,896.0006023844779,0,0
2024-01-15 15:10:00,2,21.270045339791388,152.0923502021076,1.0065685521532275,28.39926261027903,2.172313467366304,19.443583862317304,74.80718487917017,0,15,0,1,4843.046167472001,0,0
2024-01-15 17:00:00,2,15.086909087499507,13.657792656936788,1.133057262469738,15.919311598495336,6.712224920321301,20.36921338034759,0.0,1,17,0,1,1945.4616900333422,1,0
2024-01-15 18:00:00,2,18.756483750943147,144.8802498396933,1.0691049549948672,1.260689899090325,1.854276091491445,19.890221479423463,0.0,0,18,0,1,3527.318061707427,0,0
2024-01-16 02:10:00,2,21.20868955480268,204.8785129306094,1.086760209120181,7.190728690864436,6.973576444620577,24.27153772191892,76.96741533228635,1,2,1,1,5183.764203357939,1,0
2024-01-16 15:40:00,2,19.334551845617817,156.97496984866208,1.295444471592976,-8.87925691058726,2.207251228977404,16.655035232262172,55.23372228838895,0,15,1,1,4681.565849515458,0,0
2024-01-17 01:20:00,2,25.985511266070887,257.0656234112406,1.0343157758095711,19.260980051156665,6.203963657439166,12.51001481183524,24.353353921254623,0,1,2,1,9074.379775158859,1,0
2024-01-17 02:40:00,2,17.551055061559858,120.88317006102103,0.9758414241833384,11.281674756856496,4.501973806156923,12.127843350083126,49.65783034054383,0,2,2,1,2637.903719741017,0,0
2024-01-17 11:50:00,2,15.086909087499507,202.7139400340974,0.932732176073823,0.5903300445084678,4.325570018079771,21.870594701494188,31.66692688058311,0,11,2,1,1601.5030976084681,0,0
2024-01-18 01:50:00,2,0.9903580770098176,269.48329864330566,1.0872249387692174,22.791437941122865,5.351255354036983,1.9683432963918583,103.88528450229772,1,1,3,1,0.5280391869414037,0,0
